day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Region,WsiqrO,RainextO,RainiqrO,FFMCiqrO,DMCiqrO,DCiqrO,ISIiqrO,BUIiqrO,FWIiqrO,Classes_notfire,FFMCiqrO_log,FFMCiqrO_reciprocal,FFMCiqrO_square,FFMCiqrO_exponential,FFMCiqrO_Boxcox,ISIiqrO_square,ISIiqrO_exponential,FWIiqrO_square,FWIiqrO_exponential,DMC_log,DMC_reciprocal,DMC_square,DMC_exponential,DMC_Boxcox,BUIiqrO_log,BUIiqrO_reciprocal,BUIiqrO_square,BUIiqrO_exponential,BUIiqrO_Boxcox,DCiqrO_log,DCiqrO_reciprocal,DCiqrO_square,DCiqrO_exponential,DCiqrO_Boxcox,Ws_log,Ws_reciprocal,Ws_square,Ws_exponential,Ws_Boxcox
20,8,2012,36,81,15,0.0,83.7,34.4,107.0,3.8,38.1,9.0,1.0,15.0,0.0,0.0,83.7,34.4,107.0,3.8,38.1,9.0,0,4.4272389774954295,0.01194743130227001,9.148770409186143,40.019459150320664,25632968.815605648,1.9493588689617927,3.041956484825261,3.0,6.240251469155713,3.5380565643793527,0.029069767441860465,5.865151319446072,19.075036111786627,5.111272559770556,3.6402142821326553,0.026246719160104987,6.172519744804386,20.770047021031743,5.484687225089609,4.672828834461906,0.009345794392523364,10.344080432788601,49.10810186972425,5.30429723448377,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
15,8,2012,35,46,13,0.3,83.9,16.9,54.2,3.5,19.0,5.5,1.0,13.0,0.3,0.3,83.9,16.9,54.2,3.5,19.0,5.5,0,4.429625613473161,0.011918951132300357,9.15969431804359,40.09913158703265,25889728.256755672,1.8708286933869707,2.8404688893037155,2.345207879911715,4.139700367419944,2.8273136219290276,0.0591715976331361,4.110960958218893,10.549671109074751,3.78139605269673,2.9444389791664403,0.05263157894736842,4.358898943540674,11.631293127556278,4.086572919441997,3.9926809084456005,0.01845018450184502,7.362064927722384,27.861173544183977,4.447966410515475,2.5649493574615367,0.07692307692307693,3.605551275463989,8.477857782354299,3.4684516870375144
31,8,2012,28,80,21,16.8,52.5,8.7,8.7,0.6,8.3,0.3,0.0,21.0,1.9,1.1875,52.5,8.7,8.7,0.6,8.3,0.3,1,3.960813169597578,0.01904761904761905,7.245688373094719,27.13101779182962,3654718.233307405,0.7745966692414834,0.6533201332722017,0.5477225575051661,0.3666635274972341,2.163323025660538,0.1149425287356322,2.949576240750525,6.066423292872361,2.696153839623887,2.1162555148025524,0.12048192771084336,2.8809720581775866,5.833086413991668,2.669765098734879,2.163323025660538,0.1149425287356322,2.949576240750525,6.066423292872361,2.29260363848295,3.044522437723423,0.047619047619047616,4.58257569495584,12.642978874910185,4.369171779447661
26,8,2012,33,37,16,0.0,92.2,61.3,167.2,13.1,64.0,30.3,1.0,16.0,0.0,0.0,92.2,43.474999999999994,145.07500000000002,13.1,46.925,29.324999999999996,0,4.523960130562548,0.010845986984815618,9.602083107326242,43.3786235774763,38390138.64065477,3.6193922141707713,8.532168291635381,5.415256226624923,16.699303224185567,4.115779842942166,0.016313213703099513,7.829431652425353,30.87097851026591,6.337878300023025,3.8485505824725723,0.021310602024507193,6.850182479321262,24.70796065402771,5.944987494464175,4.977250850076672,0.0068929863863518865,12.044708381691938,63.288841989878506,5.697719502108103,2.772588722239781,0.0625,4.0,10.079368399158986,3.846558412128926
12,6,2012,26,81,19,0.0,84.0,13.8,61.4,4.8,17.7,7.1,0.0,19.0,0.0,0.0,84.0,13.8,61.4,4.8,17.7,7.1,0,4.430816798843313,0.011904761904761904,9.16515138991168,40.1389559320883,26018839.107498545,2.1908902300206643,3.695736772179783,2.6645825188948455,5.121320520919734,2.624668592163159,0.07246376811594203,3.714835124201342,8.910441816154147,3.435044996332713,2.8735646395797834,0.05649717514124294,4.207136793592526,10.964219514736017,3.9553731175373286,4.117409835153096,0.016286644951140065,7.835815209663893,30.912939881205375,4.60269553275358,2.9444389791664403,0.05263157894736842,4.358898943540674,11.631293127556278,4.173106328070799
28,9,2012,32,47,14,0.7,77.5,7.1,8.8,1.8,6.8,0.9,0.0,14.0,0.7,0.7,77.5,7.1,8.8,1.8,6.8,0.9,1,4.350277936359301,0.012903225806451613,8.803408430829505,37.53341540363223,18587310.99057514,1.3416407864998738,1.63202605379844,0.9486832980505138,0.9159436536204298,1.9600947840472698,0.14084507042253522,2.6645825188948455,5.121320520919734,2.391331540921386,1.916922612182061,0.14705882352941177,2.6076809620810595,4.940346696187564,2.364268050074091,2.174751721484161,0.11363636363636363,2.9664793948382653,6.124475384405158,2.3054288742102607,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
11,9,2012,30,77,21,1.8,58.5,1.9,8.4,1.1,2.4,0.3,0.0,21.0,1.8,1.1875,58.5,1.9,8.4,1.1,2.4,0.3,1,4.069026754237811,0.017094017094017096,7.648529270389178,29.69134616786814,5742727.646144414,1.0488088481701516,1.0826645188807436,0.5477225575051661,0.3666635274972341,0.6418538861723947,0.5263157894736842,1.378404875209022,1.7072403534124714,0.6841098083830675,0.8754687373538999,0.4166666666666667,1.5491933384829668,2.074162133656595,0.9618453234354929,2.128231705849268,0.11904761904761904,2.898275349237888,5.891593012023373,2.2532729524382997,3.044522437723423,0.047619047619047616,4.58257569495584,12.642978874910185,4.369171779447661
6,7,2012,32,63,14,0.0,87.0,10.9,37.0,5.6,12.5,6.8,0.0,14.0,0.0,0.0,87.0,10.9,37.0,5.6,12.5,6.8,0,4.465908118654584,0.011494252873563218,9.327379053088816,41.33006076982422,30125355.281926576,2.3664319132398464,4.202328731234117,2.6076809620810595,4.940346696187564,2.388762789235098,0.09174311926605504,3.3015148038438356,7.320185415918384,3.0488495837817458,2.5257286443082556,0.08,3.5355339059327378,8.205247349318384,3.339252743125968,3.6109179126442243,0.02702702702702703,6.082762530298219,20.26911422183296,3.9807053464897426,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
28,7,2012,33,76,15,0.0,86.5,24.4,117.8,5.6,32.1,11.3,0.0,15.0,0.0,0.0,86.5,24.4,117.8,5.6,32.1,11.3,0,4.460144413937834,0.011560693641618497,9.300537618869138,41.13202485393285,29408893.74597074,2.3664319132398464,4.202328731234117,3.361547262794322,7.543369293403622,3.1945831322991562,0.04098360655737705,4.9396356140913875,14.32709658347596,4.4453858527007215,3.4688560301359703,0.03115264797507788,5.665686189686118,18.006149860246612,5.1210098824053745,4.768988271217486,0.008488964346349746,10.853570840972107,53.205240263018766,5.427882537234881,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
19,7,2012,34,58,16,0.0,88.1,27.8,61.1,7.3,27.7,13.0,1.0,16.0,0.0,0.0,88.1,27.8,61.1,7.3,27.7,13.0,0,4.478472532942134,0.011350737797956869,9.386160024205852,41.76507417097104,31748261.29259867,2.701851217221259,5.2412601538439025,3.605551275463989,8.477857782354299,3.3250360206965914,0.03597122302158273,5.272570530585627,15.97241785501947,4.693011815560057,3.3214324131932926,0.036101083032490974,5.263078946776307,15.924524532295145,4.818514718002689,4.11251186617755,0.016366612111292964,7.816648898345122,30.787021515722056,4.5966001193863795,2.772588722239781,0.0625,4.0,10.079368399158986,3.846558412128926
5,8,2012,34,65,13,0.0,86.8,11.1,29.7,5.2,11.5,6.1,0.0,13.0,0.0,0.0,86.8,11.1,29.7,5.2,11.5,6.1,0,4.463606621666305,0.01152073732718894,9.316651759081692,41.250869226733876,29837196.13112847,2.280350850198276,3.9506581606782434,2.4698178070456938,4.51275264234957,2.4069451083182885,0.0900900900900901,3.331666249791536,7.431944919821627,3.077982515142588,2.4423470353692043,0.08695652173913043,3.391164991562634,7.654465447289954,3.198178807864108,3.391147045808654,0.03367003367003367,5.449770637375485,16.87706958828206,3.7159844705141825,2.5649493574615367,0.07692307692307693,3.605551275463989,8.477857782354299,3.4684516870375144
2,6,2012,29,61,13,1.3,64.4,4.1,7.6,1.0,3.9,0.4,0.0,13.0,1.3,1.1875,64.4,4.1,7.6,1.0,3.9,0.4,1,4.165113633110308,0.015527950310559004,8.024961059095553,32.16658007138538,8578051.089350974,1.0,1.0,0.6324555320336759,0.4659972203002852,1.410986973710262,0.24390243902439027,2.0248456731316584,3.240807341021617,1.626115394709432,1.3609765531356006,0.25641025641025644,1.9748417658131499,3.108521240097905,1.577293566844088,2.028148247292285,0.13157894736842105,2.756809750418044,5.420150265939036,2.1415005903796978,2.5649493574615367,0.07692307692307693,3.605551275463989,8.477857782354299,3.4684516870375144
29,9,2012,26,80,16,1.8,47.4,2.9,7.7,0.3,3.0,0.1,0.0,16.0,1.8,1.1875,49.46250000000003,2.9,7.7,0.3,3.0,0.1,1,3.9012148067115433,0.02021733636593378,7.032958125852878,25.81646170203233,2849455.0534280003,0.5477225575051661,0.3666635274972341,0.31622776601683794,0.14677992676220694,1.0647107369924282,0.3448275862068966,1.70293863659264,2.4284639727169712,1.1843444612524427,1.0986122886681098,0.3333333333333333,1.7320508075688772,2.498049532966813,1.2368680769585145,2.0412203288596382,0.12987012987012986,2.7748873851023217,5.479516903160578,2.1560656448232907,2.772588722239781,0.0625,4.0,10.079368399158986,3.846558412128926
17,8,2012,42,24,9,0.0,96.0,30.3,76.4,15.7,30.4,24.0,1.0,9.5,0.0,0.0,96.0,30.3,76.4,15.7,30.4,24.0,0,4.564348191467836,0.010416666666666666,9.797958971132712,44.86345272883523,45443367.964373656,3.96232255123179,9.921630376828077,4.898979485566356,14.131102116005774,3.4111477125153233,0.033003300330033,5.504543577809154,17.1607207300378,4.859983678264401,3.414442608412176,0.03289473684210526,5.513619500836088,17.207904467954684,5.008259596834303,4.335982696172475,0.013089005235602092,8.740709353364863,37.08894376511345,4.876326370658548,2.1972245773362196,0.1111111111111111,3.0,6.240251469155713,2.840601347069649
13,7,2012,34,81,15,0.0,81.8,9.7,37.2,3.0,11.7,3.4,0.0,15.0,0.0,0.0,81.8,9.7,37.2,3.0,11.7,3.4,1,4.404277243608702,0.012224938875305624,9.044335243676011,39.26097552466612,23289157.518802147,1.7320508075688772,2.498049532966813,1.8439088914585775,2.7726758359805683,2.272125885509337,0.10309278350515465,3.1144823004794873,6.6421668157248055,2.864422551443287,2.4595888418037104,0.08547008547008547,3.420526275297414,7.765240032043991,3.227146479296408,3.616308761279101,0.026881720430107524,6.099180272790763,20.360375497179255,3.987237727159453,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
14,9,2012,22,76,26,8.3,47.4,1.1,7.0,0.4,1.6,0.1,0.0,21.5,1.9,1.1875,49.46250000000003,1.1,7.0,0.4,1.6,0.1,1,3.9012148067115433,0.02021733636593378,7.032958125852878,25.81646170203233,2849455.0534280003,0.6324555320336759,0.4659972203002852,0.31622776601683794,0.14677992676220694,0.09531017980432493,0.9090909090909091,1.0488088481701516,1.0826645188807436,0.09620874543196181,0.47000362924573563,0.625,1.2649110640673518,1.4794489554378591,0.4941801543758585,1.9459101490553132,0.14285714285714285,2.6457513110645907,5.061140184796387,2.050101742943489,3.258096538021482,0.038461538461538464,5.0990195135927845,15.10582526175109,4.802597010570511
11,6,2012,31,42,21,0.0,90.6,18.2,30.5,13.4,18.0,16.7,1.0,21.0,0.0,0.0,90.6,18.2,30.5,13.4,18.0,16.7,0,4.506454213048934,0.011037527593818985,9.518403227432634,42.75039823910978,35683679.453132704,3.6606010435446255,8.69468792458352,4.08656334834051,10.445527881116622,2.9014215940827497,0.054945054945054944,4.266145801540309,11.22172159768039,3.9115434646028553,2.8903717578961645,0.05555555555555555,4.242640687119285,11.118864069488387,3.9863079823901595,3.417726683613366,0.03278688524590164,5.522680508593631,17.25506234463348,3.747836341218773,3.044522437723423,0.047619047619047616,4.58257569495584,12.642978874910185,4.369171779447661
29,8,2012,35,53,17,0.5,80.2,20.7,149.2,2.7,30.6,5.9,1.0,17.0,0.5,0.5,80.2,20.7,145.07500000000002,2.7,30.6,5.9,0,4.384523514872469,0.012468827930174562,8.955445270895245,38.619973689233696,21445043.289945036,1.6431676725154984,2.2880726161504312,2.4289915602982237,4.3891121333027945,3.0301337002713233,0.04830917874396135,4.54972526643093,12.492287037877132,4.142141917123975,3.4210000089583352,0.032679738562091505,5.531726674375733,17.302194458970288,5.021778489820292,4.977250850076672,0.0068929863863518865,12.044708381691938,63.288841989878506,5.697719502108103,2.833213344056216,0.058823529411764705,4.123105625617661,10.601665591490098,3.960320792728382
18,6,2012,31,78,14,0.3,56.9,1.9,8.0,0.7,2.4,0.2,0.0,14.0,0.3,0.3,56.9,1.9,8.0,0.7,2.4,0.2,1,4.041295341132285,0.01757469244288225,7.543208866258444,29.013061281535172,5114726.760159826,0.8366600265340756,0.7428737856576761,0.4472135954999579,0.2615320972023661,0.6418538861723947,0.5263157894736842,1.378404875209022,1.7072403534124714,0.6841098083830675,0.8754687373538999,0.4166666666666667,1.5491933384829668,2.074162133656595,0.9618453234354929,2.0794415416798357,0.125,2.8284271247461903,5.656854249492381,2.198710230945751,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
9,7,2012,32,68,14,1.4,66.6,7.7,9.2,1.1,7.4,0.6,0.0,14.0,1.4,1.1875,66.6,7.7,9.2,1.1,7.4,0.6,1,4.198704577546343,0.015015015015015017,8.160882305241266,33.079722497447875,9869876.02576255,1.0488088481701516,1.0826645188807436,0.7745966692414834,0.6533201332722017,2.0412203288596382,0.12987012987012986,2.7748873851023217,5.479516903160578,2.511553361978726,2.0014800002101243,0.13513513513513511,2.7202941017470885,5.301023950870279,2.4922878671646314,2.2192034840549946,0.10869565217391305,3.03315017762062,6.355599508587701,2.3553866065543914,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
12,6,2012,27,58,17,0.0,88.9,21.3,37.8,8.7,21.2,12.9,1.0,17.0,0.0,0.0,88.9,21.3,37.8,8.7,21.2,12.9,0,4.487512142519859,0.01124859392575928,9.428679653058534,42.08087879402781,32969689.951066595,2.949576240750525,6.066423292872361,3.591656999213594,8.42347759881733,3.0587070727153796,0.046948356807511735,4.61519230368573,12.793312335456898,4.19412980677195,3.054001181677967,0.04716981132075472,4.604345773288535,12.743240634731581,4.293303544051288,3.632309102625542,0.026455026455026457,6.148170459575759,20.633670921476703,4.006637225386767,2.833213344056216,0.058823529411764705,4.123105625617661,10.601665591490098,3.960320792728382
24,7,2012,28,78,16,0.1,70.0,9.6,79.7,1.4,14.7,1.3,0.0,16.0,0.1,0.1,70.0,9.6,79.7,1.4,14.7,1.3,1,4.248495242049359,0.014285714285714285,8.366600265340756,34.48114668292323,12151105.731417261,1.1832159566199232,1.3236506067649696,1.140175425099138,1.2443793443943703,2.2617630984737906,0.10416666666666667,3.0983866769659336,6.585054305838168,2.848240485910713,2.6878474937846906,0.06802721088435375,3.8340579025361627,9.392137578794555,3.6207737338552968,4.378269585796169,0.012547051442910916,8.927485648266257,38.41922510803661,4.9296332126370395,2.772588722239781,0.0625,4.0,10.079368399158986,3.846558412128926
13,7,2012,39,45,13,0.6,85.2,11.3,10.4,4.2,10.9,4.7,1.0,13.0,0.6,0.6,85.2,11.3,10.4,4.2,10.9,4.7,0,4.44500143383527,0.011737089201877934,9.23038460737146,40.61623491892405,27606683.640468583,2.04939015319192,3.3065447800404715,2.16794833886788,3.63146237010507,2.424802725718295,0.08849557522123894,3.361547262794322,7.543369293403622,3.106696733966827,2.388762789235098,0.09174311926605504,3.3015148038438356,7.320185415918384,3.108824740901639,2.341805806147327,0.09615384615384615,3.22490309931942,7.039272582317835,2.4937882283017685,2.5649493574615367,0.07692307692307693,3.605551275463989,8.477857782354299,3.4684516870375144
5,8,2012,34,42,17,0.1,88.3,23.6,52.5,19.0,23.5,12.6,1.0,17.0,0.1,0.1,88.3,23.6,52.5,16.549999999999997,23.5,12.6,0,4.480740107609915,0.011325028312570783,9.396807968666806,41.84406997131973,32050336.25286491,4.068169121361598,10.367284064995346,3.5496478698597698,8.259912643513953,3.1612467120315646,0.0423728813559322,4.857983120596447,13.934562435222489,4.383118851914885,3.1570004211501135,0.0425531914893617,4.847679857416329,13.885341068844593,4.492072201298719,3.960813169597578,0.01904761904761905,7.245688373094719,27.13101779182962,4.408597989733123,2.833213344056216,0.058823529411764705,4.123105625617661,10.601665591490098,3.960320792728382
7,6,2012,35,44,17,0.2,85.6,9.9,28.9,5.4,10.7,6.0,1.0,17.0,0.2,0.2,85.6,9.9,28.9,5.4,10.7,6.0,0,4.449685283147696,0.011682242990654207,9.252026804976301,40.775078319988566,28151997.84150998,2.32379000772445,4.076881921480863,2.449489742783178,4.451018253542414,2.2925347571405443,0.10101010101010101,3.146426544510455,6.7560988545483225,2.8963886970079304,2.3702437414678603,0.09345794392523366,3.271085446759225,7.208083595869123,3.0781783469312933,3.3638415951183864,0.03460207612456748,5.375872022286245,16.497375856612678,3.683309642358578,2.833213344056216,0.058823529411764705,4.123105625617661,10.601665591490098,3.960320792728382
5,7,2012,33,66,14,0.0,85.9,7.6,27.9,4.8,9.1,4.9,0.0,14.0,0.0,0.0,85.9,7.6,27.9,4.8,9.1,4.9,0,4.45318382899021,0.011641443538998835,9.268225288586807,40.8941296807085,28566329.869264856,2.1908902300206643,3.695736772179783,2.2135943621178655,3.759788368823883,2.028148247292285,0.13157894736842105,2.756809750418044,5.420150265939036,2.4920517178333013,2.2082744135228043,0.10989010989010989,3.0166206257996713,6.297978305044929,2.8152012824633124,3.32862668882732,0.03584229390681004,5.282045058497703,16.02028247325884,3.641239988830327,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
29,6,2012,32,47,13,0.3,79.9,18.4,84.4,2.2,23.8,3.9,0.0,13.0,0.3,0.3,79.9,18.4,84.4,2.2,23.8,3.9,1,4.380775852772229,0.012515644555694618,8.938679992034618,38.499549655934004,21112024.677854113,1.4832396974191326,1.9290888640937633,1.9748417658131499,3.108521240097905,2.91235066461494,0.05434782608695653,4.2895221179054435,11.324390910428306,3.930897895857082,3.169685580677429,0.04201680672268907,4.878524367060187,14.032901092895171,4.516853216233984,4.4355674016019115,0.011848341232227487,9.186947262284681,40.298174413023645,5.002054248236916,2.5649493574615367,0.07692307692307693,3.605551275463989,8.477857782354299,3.4684516870375144
2,8,2012,40,34,14,0.0,93.3,10.8,21.4,13.8,10.6,13.5,1.0,14.0,0.0,0.0,93.3,10.8,21.4,13.8,10.6,13.5,0,4.535820107853298,0.010718113612004287,9.6591925128346,43.80947375971615,40339436.65715452,3.714835124201342,8.910441816154147,3.6742346141747673,8.748725837578496,2.379546134130174,0.09259259259259259,3.286335345030997,7.26417775571365,3.0341217667895353,2.3608540011180215,0.09433962264150944,3.255764119219941,7.151901992480022,3.0626855009708964,3.0633909220278057,0.04672897196261683,4.626013402488151,12.843344871616418,3.3268922698519368,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
23,9,2012,32,54,11,0.5,73.7,7.9,30.4,1.2,9.6,0.7,0.0,11.0,0.5,0.5,73.7,7.9,30.4,1.2,9.6,0.7,1,4.300002799195291,0.013568521031207597,8.5848704125339,35.99340279600014,15067242.830879172,1.0954451150103321,1.1640841385349605,0.8366600265340756,0.7428737856576761,2.066862759472976,0.12658227848101264,2.8106938645110393,5.597867003181242,2.549954029865581,2.2617630984737906,0.10416666666666667,3.0983866769659336,6.585054305838168,2.9010515114668487,3.414442608412176,0.03289473684210526,5.513619500836088,17.207904467954684,3.743898412838583,2.3978952727983707,0.09090909090909091,3.3166247903554,7.37610750163904,3.1767913394953187
12,7,2012,36,44,13,0.0,90.1,12.6,19.4,8.3,12.5,9.6,1.0,13.0,0.0,0.0,90.1,12.6,19.4,8.3,12.5,9.6,0,4.500920164614292,0.011098779134295229,9.492101980067428,42.55369983338612,34868451.60628183,2.8809720581775866,5.833086413991668,3.0983866769659336,6.585054305838168,2.533696813957432,0.07936507936507936,3.5496478698597698,8.259912643513953,3.2839919641651774,2.5257286443082556,0.08,3.5355339059327378,8.205247349318384,3.339252743125968,2.9652730660692823,0.051546391752577324,4.404543109109048,11.834995803607057,3.2117248972448915,2.5649493574615367,0.07692307692307693,3.605551275463989,8.477857782354299,3.4684516870375144
30,6,2012,34,42,15,1.7,79.7,12.0,8.5,2.2,11.5,2.2,1.0,15.0,1.7,1.1875,79.7,12.0,8.5,2.2,11.5,2.2,1,4.378269585796169,0.012547051442910916,8.927485648266257,38.41922510803661,20892207.48230695,1.4832396974191326,1.9290888640937633,1.4832396974191326,1.9290888640937633,2.4849066497880004,0.08333333333333333,3.4641016151377544,7.930812913000377,3.204085059065583,2.4423470353692043,0.08695652173913043,3.391164991562634,7.654465447289954,3.198178807864108,2.1400661634962708,0.11764705882352941,2.9154759474226504,5.949983637657487,2.2665289281558993,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
2,7,2012,27,75,19,1.2,55.7,2.4,8.3,0.8,2.8,0.3,0.0,19.0,1.2,1.1875,55.7,2.4,8.3,0.8,2.8,0.3,1,4.019980146933238,0.017953321364452424,7.463243262818116,28.502262092106424,4679113.6496192645,0.8944271909999159,0.8303126524449708,0.5477225575051661,0.3666635274972341,0.8754687373538999,0.4166666666666667,1.5491933384829668,2.074162133656595,0.9553256116633105,1.0296194171811581,0.35714285714285715,1.6733200530681511,2.3584772576651876,1.1504433657188637,2.1162555148025524,0.12048192771084336,2.8809720581775866,5.833086413991668,2.239866704696003,2.9444389791664403,0.05263157894736842,4.358898943540674,11.631293127556278,4.173106328070799
18,8,2012,37,37,14,0.0,94.3,35.9,86.8,16.0,35.9,26.3,1.0,14.0,0.0,0.0,94.3,35.9,86.8,16.0,35.9,26.3,0,4.546481189639412,0.010604453870625663,9.710818709048171,44.20042147623042,42176017.637457736,4.0,10.079368399158986,5.128352561983234,15.250934542529002,3.580737295494233,0.02785515320334262,5.991660871578097,19.76569276543969,5.197202242043442,3.580737295494233,0.02785515320334262,5.991660871578097,19.76569276543969,5.356960387965186,4.463606621666305,0.01152073732718894,9.316651759081692,41.250869226733876,5.0375746114692905,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
6,6,2012,35,54,11,0.1,83.7,8.4,26.3,3.1,9.3,3.1,1.0,11.0,0.1,0.1,83.7,8.4,26.3,3.1,9.3,3.1,0,4.4272389774954295,0.01194743130227001,9.148770409186143,40.019459150320664,25632968.815605648,1.760681686165901,2.5672495014734293,1.760681686165901,2.5672495014734293,2.128231705849268,0.11904761904761904,2.898275349237888,5.891593012023373,2.6426466275143,2.2300144001592104,0.1075268817204301,3.0495901363953815,6.413116418164984,2.8499771088942327,3.269568939183719,0.03802281368821293,5.128352561983234,15.250934542529002,3.570862892781352,2.3978952727983707,0.09090909090909091,3.3166247903554,7.37610750163904,3.1767913394953187
4,8,2012,38,35,15,0.0,93.8,23.0,42.7,15.7,22.9,20.9,1.0,15.0,0.0,0.0,93.8,23.0,42.7,15.7,22.9,20.9,0,4.541164856012179,0.010660980810234541,9.6850400102426,44.00503444937354,41249953.84501469,3.96232255123179,9.921630376828077,4.571651780264984,12.592788377906615,3.1354942159291497,0.043478260869565216,4.795831523312719,13.638706910080279,4.335296005359244,3.131136910560194,0.04366812227074236,4.78539444560216,13.58927337078469,4.441752384748255,3.754198920234579,0.023419203747072598,6.534523701081817,22.83967374224149,4.154964462408413,2.70805020110221,0.06666666666666667,3.872983346207417,9.55159829209756,3.72714146444336
3,9,2012,28,75,16,0.0,82.2,4.4,24.3,3.3,6.0,2.5,1.0,16.0,0.0,0.0,82.2,4.4,24.3,3.3,6.0,2.5,0,4.409155302062135,0.0121654501216545,9.06642156531451,39.42089812898955,23768457.195397325,1.816590212458495,2.7045495957497807,1.5811388300841898,2.145935547331393,1.4816045409242156,0.22727272727272727,2.0976176963403033,3.437245592399874,1.7199589679592044,1.791759469228055,0.16666666666666666,2.449489742783178,4.451018253542414,2.1789282696167773,3.190476350346503,0.0411522633744856,4.929503017546495,14.278148504467683,3.47695634102352,2.772588722239781,0.0625,4.0,10.079368399158986,3.846558412128926
13,9,2012,29,49,19,0.0,88.6,11.5,33.4,9.1,12.4,10.3,1.0,19.0,0.0,0.0,88.6,11.5,33.4,9.1,12.4,10.3,0,4.484131857611035,0.011286681715575621,9.412757300600074,41.96250779256466,32507541.347211458,3.0166206257996713,6.297978305044929,3.2093613071762426,6.982822788832132,2.4423470353692043,0.08695652173913043,3.391164991562634,7.654465447289954,3.1350055117787177,2.517696472610991,0.08064516129032258,3.521363372331802,8.150509118607516,3.325554415588672,3.5085558999826545,0.029940119760479042,5.779273310719955,18.611814799171945,3.85702233569371,2.9444389791664403,0.05263157894736842,4.358898943540674,11.631293127556278,4.173106328070799
3,7,2012,32,76,20,0.7,63.1,2.6,9.2,1.3,3.0,0.5,0.0,20.0,0.7,0.7,63.1,2.6,9.2,1.3,3.0,0.5,1,4.144720769547168,0.01584786053882726,7.9435508432942,31.624558125145004,7877757.243292001,1.140175425099138,1.2443793443943703,0.7071067811865476,0.5612310241546865,0.9555114450274363,0.3846153846153846,1.61245154965971,2.2172319256025204,1.0511537503394017,1.0986122886681098,0.3333333333333333,1.7320508075688772,2.498049532966813,1.2368680769585145,2.2192034840549946,0.10869565217391305,3.03315017762062,6.355599508587701,2.3553866065543914,2.995732273553991,0.05,4.47213595499958,12.139244620058346,4.273040392336547
17,7,2012,32,81,17,0.0,84.6,21.1,42.3,4.7,20.9,7.7,1.0,17.0,0.0,0.0,84.6,21.1,42.3,4.7,20.9,7.7,0,4.437934266612178,0.011820330969267141,9.197825830053535,40.3777364666604,26803819.917795822,2.16794833886788,3.63146237010507,2.7748873851023217,5.479516903160578,3.0492730404820207,0.04739336492890995,4.5934736311423405,12.693129553825864,4.176932730584364,3.039749158970765,0.04784688995215311,4.571651780264984,12.592788377906615,4.266139640109298,3.744787086052232,0.023640661938534282,6.5038450166036395,22.661238390231848,4.1434769715983695,2.833213344056216,0.058823529411764705,4.123105625617661,10.601665591490098,3.960320792728382
21,6,2012,32,55,14,0.0,86.2,8.3,18.4,5.0,8.2,4.9,1.0,14.0,0.0,0.0,86.2,8.3,18.4,5.0,8.2,4.9,0,4.456670177669648,0.01160092807424594,9.284395510748128,41.01311176495508,28985283.438777763,2.23606797749979,3.8236224566586503,2.2135943621178655,3.759788368823883,2.1162555148025524,0.12048192771084336,2.8809720581775866,5.833086413991668,2.624469669453881,2.1041341542702074,0.12195121951219513,2.8635642126552705,5.77446221171192,2.650817552512085,2.91235066461494,0.05434782608695653,4.2895221179054435,11.324390910428306,3.149855292011335,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
22,8,2012,37,53,14,0.0,89.5,41.1,127.5,8.0,45.5,18.1,1.0,14.0,0.0,0.0,89.5,41.1,127.5,8.0,45.5,18.1,0,4.4942386252808095,0.0111731843575419,9.460443964212251,42.31742138768099,33908963.82584256,2.8284271247461903,5.656854249492381,4.254409477236529,11.1703165117814,3.716008121502189,0.024330900243309,6.410928169929843,22.12423103003037,5.474358055827125,3.817712325956905,0.02197802197802198,6.745368781616021,24.081091278718773,5.875566497698108,4.848116364598481,0.00784313725490196,11.291589790636214,56.831853551457684,5.530053756604424,2.6390573296152584,0.07142857142857142,3.7416573867739413,9.017926605927322,3.601382036258769
